original,connected,weight
11,41,6.295486292416054
11,42,11.965827447876785
11,43,14.613450457052654
12,0,6.369974549500127
12,1,2.190636733687038
12,2,4.251518695580681
12,3,5.449620920773313
12,4,10.577424715452713
12,5,6.291609235045276
12,6,15.084644513504541
12,7,10.632022378073712
12,8,8.974792855668253
12,9,1.7825768141488512
12,10,7.294805737903422
12,11,3.1165971583927696
12,13,10.042151760576326
12,14,8.582361475052554
12,15,8.202448080137184
12,16,4.040770122519813
12,17,11.9012534724502
12,18,9.313070300326416
12,19,13.900835889121552
12,20,5.575506633098833
12,21,16.069498985193288
12,22,8.380685408399357
12,23,9.427020924138837
12,24,13.531931720928302
12,25,10.147128491082073
12,26,5.925529543784568
12,27,15.978804231532989
12,28,8.565812732280131
12,29,9.987562479363982
12,30,8.706576261661548
12,31,3.979040264234019
12,32,3.8742671860980455
12,33,1.6247958966210978
12,34,11.705728003299878
12,35,15.603390718283784
12,36,7.25514714270422
12,37,3.5302835222168403
12,38,10.207307281569271
12,39,14.596709804933337
12,40,9.888233703001905
12,41,9.347271226588186
12,42,10.23728049326421
12,43,14.304320292748066
13,0,6.593324003042585
13,1,7.9378206849806645
13,2,6.717361262829754
13,3,11.086691933794487
13,4,3.5875689539762727
13,5,14.537101324857758
13,6,14.524963335062706
13,7,2.7569756767107374
13,8,10.774198623303937
13,9,11.77456629336334
13,10,9.194672084537343
13,11,7.084918866590249
13,12,10.042151760576326
13,14,8.971528074250296
13,15,17.19347956009196
13,16,14.064362209906982
13,17,6.340419141493826
13,18,18.62724631160946
13,19,4.080011659842203
13,20,7.37628862295021
13,21,13.48735954068874
13,22,17.444477580780205
13,23,15.207940620228127
13,24,10.450794390816359
13,25,8.478014473275346
13,26,13.296154887376511
13,27,6.582142207117973
13,28,3.1043983901981105
13,29,14.962517783440257
13,30,1.3633336190743957
13,31,13.789311571942259
13,32,13.774233884613594
13,33,10.902579359865804
13,34,5.2518655661198155
13,35,6.0298865095481124
13,36,7.58773511302893
13,37,7.525410942674274
13,38,7.143768315585607
13,39,8.151741761574193
13,40,9.33642387410118
13,41,1.1979687304709832
13,42,15.687368971114829
13,43,15.066831887565757
14,0,11.292987326882296
14,1,8.14650949671746
14,2,9.386355179534396
14,3,13.342111985361713
14,4,6.38614160935038
14,5,14.873329585903031
14,6,21.131303344255045
14,7,11.40480170473647
14,8,1.8480342825790776
14,9,9.296811382941595
14,10,1.4435171188208233
14,11,6.585196683597254
14,12,8.582361475052554
14,13,8.971528074250296
14,15,16.586173611101607
14,16,10.999315529863525
14,17,14.567923477150371
14,18,17.458488997697785
14,19,12.64804256942966
14,20,3.274619372448778
14,21,21.036835952444765
14,22,16.72367659639019
14,23,17.72620348946939
14,24,18.011917817612435
14,25,15.046285369351365
14,26,14.417938450807226
14,27,15.310674139778296
14,28,5.86715100653705
14,29,18.08256641876852
14,30,8.464787493902605
14,31,12.093956572708235
14,32,11.857811424909306
14,33,10.202099677065275
14,34,13.710100765833433
14,35,14.669479190835759
14,36,1.7339838238604879
14,37,5.402134526205062
14,38,14.247641268322448
14,39,16.851591423250113
14,40,15.402248438309865
14,41,7.774093069441292
14,42,18.48559297926465
14,43,20.9684757883492
15,0,11.278171190074282
15,1,9.664803761756062
15,2,10.47773051194259
15,3,6.731938766743674
15,4,18.513645777339708
15,5,2.817784475515811
15,6,14.985761842279377
15,7,16.79791115758296
15,8,16.61379574272868
15,9,7.300568869808378
15,10,15.203690593962543
15,11,11.1229524013077
15,12,8.202448080137184
15,13,17.19347956009196
15,14,16.586173611101607
15,16,6.115071844743995
15,17,16.45942753268175
15,18,1.6208115876999665
15,19,20.486681651707276
15,20,13.753937608428268
15,21,17.26107609421825
15,22,0.2948918319634218
15,23,5.858334537423959
15,24,15.911241821779559
15,25,13.16390870781211
15,26,4.330727223153398
15,27,21.984875262598255
15,28,16.450097191151684
15,29,7.017847272755992
15,30,15.84059873411436
15,31,4.5170606692762325
15,32,4.79072723379502
15,33,6.731209876677522
15,34,16.818033905865413
15,35,21.802589816837813
15,36,15.404235087494119
15,37,11.730633035126905
15,38,14.100147689687232
15,39,18.853355872439696
15,40,12.266905261531003
15,41,16.807369972751424
15,42,6.498641690584993
15,43,13.360934061146358
16,0,9.990756033453996
16,1,6.218274435936308
16,2,8.115708787344804
16,3,7.352067438361097
16,4,14.311779818436872
16,5,5.686439613165047
16,6,17.422598579314926
16,7,14.640811196656385
16,8,10.73901115889636
16,9,2.2911261605850433
16,10,9.56324221150381
16,11,7.029785412663747
16,12,4.040770122519813
16,13,14.064362209906982
16,14,10.999315529863525
16,15,6.115071844743995
16,17,15.641078346896027
16,18,6.6179500786238155
16,19,17.941603467428912
16,20,8.644248824099135
16,21,18.912488956646154
16,22,6.163511301067877
16,23,9.848747403448057
16,24,16.696956608509193
16,25,13.383484258416768
16,26,6.341240905830978
16,27,19.999588061342944
16,28,12.378002820157223
16,29,10.763526460644242
16,30,12.737553039280048
16,31,2.0548769060182197
16,32,1.7080001113292687
16,33,3.759028585384595
16,34,15.563245937227284
16,35,19.635625340337633
16,36,10.114731556531808
16,37,7.036137770688537
16,38,13.72053649017271
16,39,18.31634262660918
16,40,12.89013405904391
16,41,13.323358121052292
16,42,10.684027115235976
16,43,16.27581991718266
17,0,5.658178400658439
17,1,9.839633082272838
17,2,7.653716478274074
17,3,9.733978018952149
17,4,9.92749322541368
17,5,13.648813522210872
17,6,8.665430944596496
17,7,3.5983961155285678
17,8,16.209876645205394
17,9,13.612569382170214
17,10,14.372181021755503
17,11,10.063526157307113
17,12,11.9012534724502
17,13,6.340419141493826
17,14,14.567923477150371
17,15,16.45942753268175
17,16,15.641078346896027
17,18,18.067761573580324
17,19,6.072828922884123
17,20,12.082902843070062
17,21,7.201059072732096
17,22,16.749611462614695
17,23,12.47294142919886
17,24,4.251232743699387
17,25,3.769837611880318
17,26,12.129465290612622
17,27,6.165624271298697
17,28,9.032266779822988
17,29,11.787582947917418
17,30,6.237578689913927
17,31,14.53614765623565
17,32,14.67353333789913
17,33,11.896862049552984
17,34,1.1755525671980522
17,35,6.290226417282874
17,36,12.936331074217138
17,37,11.142668190304558
17,38,2.4366302777178577
17,39,2.6959940969073637
17,40,4.883937981199239
17,41,7.321432993696667
17,42,12.638370124740192
17,43,9.64769651599959
18,0,12.836708472627791
18,1,10.952350646412876
18,2,11.928364226995559
18,3,8.335229627762276
18,4,19.786775456531853
18,5,4.419034819932803
18,6,16.478649118492434
18,7,18.33091842211359
18,8,17.33266751601315
18,9,8.184298194954751
18,10,16.04591735066031
18,11,12.336579427639533
18,12,9.313070300326416
18,13,18.62724631160946
18,14,17.458488997697785
18,15,1.6208115876999665
18,16,6.6179500786238155
18,17,18.067761573580324
18,19,22.001046244251715
18,20,14.774939634656008
18,21,18.816599064301027
18,22,1.3263773440900442
18,23,7.287930250563665
18,24,17.5194206882924
18,25,14.784697080546959
18,26,5.943880591836933
18,27,23.549284483883575
18,28,17.73384209065397
18,29,8.449971810184937
18,30,17.268233493658162
18,31,5.40762593036464
18,32,5.612542037293472
18,33,7.953045557453234
18,34,18.410107889448888
18,35,23.353412567564614
18,36,16.382969614451
18,37,12.832064663799787
18,38,15.715056904156857
18,39,20.471507023606573
18,40,13.886175183455387
18,41,18.19018947606411
18,42,7.857738052186091
18,43,14.806409262204017
19,0,9.290600305355671
19,1,11.734640420339765
19,2,10.155648350443874
19,3,13.982436175031223
19,4,6.4322983685109385
19,5,17.72348541197507
19,6,14.695702135899737
19,7,3.737109418201649
19,8,14.491248153980283
19,9,15.666681080746729
19,10,13.069871361576267
19,11,11.067316503208371
19,12,13.900835889121552
19,13,4.080011659842203
19,14,12.64804256942966
19,15,20.486681651707276
19,16,17.941603467428912
19,17,6.072828922884123
19,18,22.001046244251715
19,20,11.41120865826794
19,21,12.881602112541888
19,22,20.755252161081632
19,23,17.624951624718282
19,24,10.18382286103039
19,25,9.520231834715336
19,26,16.345536347812438
19,27,2.670729462639421
19,28,6.927372333504962
19,29,17.149786206842258
19,30,5.273818341865298
19,31,17.47131235446249
19,32,17.494896024984254
19,33,14.579725288871694
19,34,4.969823516982133
19,35,2.0230504759941508
19,36,11.44355091674585
19,37,11.59061536052476
19,38,8.0378324895214
19,39,6.4448240416778
19,40,10.593157060378582
19,41,5.158344433625556
19,42,17.95587284297462
19,43,15.718903610088717
20,0,8.184736183586084
20,1,4.88378247875473
20,2,6.165023308071497
20,3,10.079610633906842
20,4,6.106715770872124
20,5,11.824946048078395
20,6,18.038857930025987
20,7,9.324567109760252
20,8,4.383926248943555
20,9,6.626576782805756
20,10,2.430798526964927
20,11,3.310624375168027
20,12,5.575506633098833
20,13,7.37628862295021
20,14,3.274619372448778
20,15,13.753937608428268
20,16,8.644248824099135
20,17,12.082902843070062
20,18,14.774939634656008
20,19,11.41120865826794
20,21,18.146786805554708
20,22,13.919218496470172
20,23,14.489294589785564
20,24,15.18016118028732
20,25,12.06545057124354
20,26,11.255222718216256
20,27,13.958388880587018
20,28,4.596376627448199
20,29,14.819304292344707
20,30,6.462105622857059
20,31,9.367915779762262
20,32,9.180524038301808
20,33,7.153275660621706
20,34,11.375639471692729
20,35,13.396441237540056
20,36,1.7051730868429773
20,37,2.166923605873974
20,38,11.414933776336074
20,39,14.5608515893798
20,40,12.324108022446302
20,41,6.253012189804435
20,42,15.238213916726425
20,43,17.784215825749207
21,0,10.133225461821683
21,1,14.52736335703142
21,2,12.4106590034012
21,3,11.62686762135556
21,4,17.05583725386069
21,5,14.83856258553105
21,6,3.012343481293318
21,7,10.782419014599675
21,8,22.497234898055396
21,9,17.436377930032364
21,10,20.564096615302734
21,11,15.39746687780939
21,12,16.069498985193288
21,13,13.48735954068874
21,14,21.036835952444765
21,15,17.26107609421825
21,16,18.912488956646154
21,17,7.201059072732096
21,18,18.816599064301027
21,19,12.881602112541888
21,20,18.146786805554708
21,22,17.547144276719273
21,23,11.685149682577116
21,24,3.070058125345776
21,25,6.126982262347792
21,26,13.404687800599202
21,27,11.95948257366494
21,28,15.938971934836477
21,29,10.580072247281313
21,30,13.177667734101622
21,31,17.22001422396809
21,32,17.476932048040528
21,33,15.358524896001688
21,34,8.361815756801173
21,35,12.388794803024467
21,36,19.322309516128655
21,37,16.670124415324654
21,38,6.792983150297727
21,39,6.608165881915758
21,40,6.1840603537316
21,41,14.380223275399297
21,42,11.35426595512545
21,43,4.926051709553629
22,0,11.55586425908035
22,1,9.882113471237531
22,2,10.730819338063986
22,3,7.020366603959844
22,4,18.731612666974254
22,5,3.1046627925621824
22,6,15.261056544542953
22,7,17.070317857393874
22,8,16.72156262413106
22,9,7.429854354474551
22,10,15.33454244259919
22,11,11.325754724600788
22,12,8.380685408399357
22,13,17.444477580780205
22,14,16.72367659639019
22,15,0.2948918319634218
22,16,6.163511301067877
22,17,16.749611462614695
22,18,1.3263773440900442
22,19,20.755252161081632
22,20,13.919218496470172
22,21,17.547144276719273
22,23,6.118499234678013
22,24,16.20519063255317
22,25,13.458347288919438
22,26,4.621895853684328
22,27,22.26457945780553
22,28,16.669724223828734
22,29,7.279560260360644
22,30,16.090075332289807
22,31,4.636590242949048
22,32,4.897206783192158
22,33,6.930839102770449
22,34,17.104069919179004
22,35,22.079234869292844
22,36,15.562049355571936
22,37,11.910762161295716
22,38,14.392191654134486
22,39,19.146489227454833
22,40,12.561794806606576
22,41,17.04758889355852
22,42,6.745581741527504
22,43,13.62760042068228
23,0,8.617236490882757
23,1,9.617883461275078
23,2,9.100157429333462
23,3,4.4880415637645354
23,4,17.547341309175224
23,5,4.247932923991769
23,6,9.210462497237279
23,7,13.92430699561888
23,8,18.350525629147057
23,9,9.657820815579086
23,10,16.56879660918513
23,11,11.233745192637306
23,12,9.427020924138837
23,13,15.207940620228127
23,14,17.72620348946939
23,15,5.858334537423959
23,16,9.848747403448057
23,17,12.47294142919886
23,18,7.287930250563665
23,19,17.624951624718282
23,20,14.489294589785564
23,21,11.685149682577116
23,22,6.118499234678013
23,24,10.83301383736933
23,25,8.761623823905174
23,26,3.6313376716122083
23,27,18.523677238701488
23,28,15.557923941101755
23,29,1.1626909820515248
23,30,14.000353212597544
23,31,7.794635927943727
23,32,8.140747526285217
23,33,7.872751959541939
23,34,13.15108187175089
23,35,18.509342028816285
23,36,16.17842135276343
23,37,12.330090849450535
23,38,10.04316638612706
23,39,14.455721419122195
23,40,7.685950446080763
23,41,15.232566480671528
23,42,0.8420780804797221
23,43,7.519018542588754
24,0,7.340739283304828
24,1,11.822038430060992
24,2,9.639430781444018
24,3,9.670277856134483
24,4,14.006636245447057
24,5,13.272811928007046
24,6,4.548335444261639
24,7,7.777067364254066
24,8,19.505720639643663
24,9,15.023519802293047
24,10,17.58423169038836
24,11,12.555112700996066
24,12,13.531931720928302
24,13,10.450794390816359
24,14,18.011917817612435
24,15,15.911241821779559
24,16,16.696956608509193
24,17,4.251232743699387
24,18,17.5194206882924
24,19,10.18382286103039
24,20,15.18016118028732
24,21,3.070058125345776
24,22,16.20519063255317
24,23,10.83301383736933
24,25,3.385483249683867
24,26,11.75702123373354
24,27,9.671481470664974
24,28,12.868913811489731
24,29,9.869423250926102
24,30,10.109456625211939
24,31,15.170270558176938
24,32,15.391697486681082
24,33,13.014435773774025
24,34,5.426646867261201
24,35,9.990888016731832
24,36,16.30576624602898
24,37,13.800157785533603
24,38,3.7708041393895972
24,39,4.4213680318975355
24,40,3.831600570232468
24,41,11.32045839780105
24,42,10.719113586688309
24,43,5.875440916131975
25,0,4.0104810790954915
25,1,8.456145527075478
25,2,6.299521029857997
25,3,6.6017977039545706
25,4,11.814700693369591
25,5,10.410049022907897
25,6,6.2139588264725125
25,7,6.210411661733852
25,8,16.437124293207038
25,9,11.654112167949435
25,10,14.492390343781267
25,11,9.271090293034014
25,12,10.147128491082073
25,13,8.478014473275346
25,14,15.046285369351365
25,15,13.16390870781211
25,16,13.383484258416768
25,17,3.769837611880318
25,18,14.784697080546959
25,19,9.520231834715336
25,20,12.06545057124354
25,21,6.126982262347792
25,22,13.458347288919438
25,23,8.761623823905174
25,24,3.385483249683867
25,26,8.870920940024478
25,27,9.926280085207233
25,28,10.356962488386097
25,29,8.031340504591553
25,30,7.777550860591179
25,31,11.942918922358343
25,32,12.144026099452653
25,33,9.669570045305997
25,34,4.633313649879283
25,35,10.012279916626202
25,36,13.31729055746571
25,37,10.543473207187963
25,38,1.483216676378203
25,39,5.752781018389655
25,40,1.1146984608365282
25,41,9.093934985788962
25,42,8.88647385885555
25,43,6.588885053797532
26,0,7.064121088675044
26,1,6.520726694944448
26,2,6.657242220421896
26,3,2.4162755635655238
26,4,15.079011286835726
26,5,1.539226548584207
26,6,11.473196211293317
26,7,12.62255046039668
26,8,14.899568904696341
26,9,6.028409566259614
26,10,13.18636928389089
26,11,8.13808605540335
26,12,5.925529543784568
26,13,13.296154887376511
26,14,14.417938450807226
26,15,4.330727223153398
26,16,6.341240905830978
26,17,12.129465290612622
26,18,5.943880591836933
26,19,16.345536347812438
26,20,11.255222718216256
26,21,13.404687800599202
26,22,4.621895853684328
26,23,3.6313376716122083
26,24,11.75702123373354
26,25,8.870920940024478
26,27,17.722963255811006
26,28,13.022046998566994
26,29,4.441019218967457
26,30,11.97769215736361
26,31,4.317422223027467
26,32,4.649887680376884
26,33,4.322772827389194
26,34,12.507580546156262
26,35,17.570455033108022
26,36,12.960212937642805
26,37,9.091861545860198
26,38,9.771197643386545
